Sentiment,cleaned_text
positive,finnish metal product company componenta oyj hel cth1v said today net loss narrowed eur 500000 usd 680000 last quarter 2010 eur 5.3 million period year earlier .
positive,finnish steel maker rautaruukki oyj hel rtrks ruukki said today net loss contracted eur 49 million usd 68.2 first nine month 2010 eur 229 million period year ago .
positive,first nine month 2010 talvivaara net loss narrowed eur 8.3 million eur 21.9 million period 2009 .
positive,first nine month 2010 company net loss narrowed eur 415000 eur 7.4 million corresponding period 2009 .
positive,first nine month 2010 company net loss narrowed eur415 000 eur7 .4 corresponding period 2009 .
positive,adp news feb 9 2009 finnish computer service company proha oyj hel art1v said today net loss narrowed eur 113000 usd 146000 2008 eur 1.2 million 2007 .
positive,new factory working model reorganisation would decrease nokian tyre cost factory eur 30 million usd 38.7 .
positive,20 october 2010 finnish metal product company componenta oyj hel cth1v said yesterday net loss narrowed eur7m first nine month 2010 eur23 .3 period 2009 .
positive,finnish fiber plastic product maker suominen corporation said net loss narrowed 1.6 mln euro $2.0 mln first nine month 2006 2.16 mln euro $2.7 mln period 2005 .
positive,second quarter 2010 raute net loss narrowed eur 123000 eur 1.5 million period 2009 .
positive,adp news nov 13 2008 finnish printed circuit board pcb maker aspocomp group oyj omx acg1v said today net loss narrowed eur 2 million usd 2.5 first nine month 2008 eur 57
positive,metsaliitto however narrowed net loss second quarter 2007 5.0 mln euro $6.9 mln 61 mln euro $83.7 mln year ago .
positive,narrow eur2 .8 9mo 09 29 october 2009 finnish software hardware developer elektrobit oyj hel ebg1v eb said today net loss narrowed eur2 .8 first nine month 2009 eur35 .6 period year ago .
positive,diluted loss per share narrowed eur 0.27 eur 0.86 .
positive,unit cost flight operation fell 6.4 percent .
positive,loss third quarter 2007 eur 0.3 mn smaller loss second quarter 2007 .
negative,2009 3 february 2010 finlandbased steel maker rautaruukki oyj hel rtrks ruukki said today slipped largerthanexpected pretax loss eur46m fourth quarter 2009 yearearlier profit eur45m .
negative,adpnews feb 3 2010 finlandbased steel maker rautaruukki oyj hel rtrks ruukki said today slipped largerthanexpected pretax loss eur 46 million usd 64.5 fourth quarter 2009
negative,result tax decreased nearly eur 14.5 mn compared nearly eur 20mn previous accounting period .
negative,company slipped operating loss eur 2.6 million profit eur 1.3 million .
negative,23 april 2010 finnish construction engineering company outotec oyj hel ote1v said today slipped net loss eur7 .3 first quarter 2010 net profit eur12 .5 corresponding period last year .
negative,cramo slipped pretax loss eur 6.7 million pretax profit eur 58.9 million .
negative,finnish solution provider affecto oyj hel afe1v said today slipped net loss eur 115000 usd 152000 second quarter 2010 profit eur 845000 corresponding period year earlier .
negative,2009 comptel slipped net loss eur2 .1 profit eur6 .6 previous year .
negative,q2 2009 profit tax amounted eur 13.6 mn eur 26.8 mn q2 2008 .
negative,adpnews feb 5 2010 finnish real estate investor sponda oyj hel sda1v said today slipped net loss eur 81.5 million usd 11.8 2009 profit eur 29.3 million 2008 .
negative,adpnews jul 17 2009 finlandbased steel maker rautaruukki oyj ruukki hel rtrks said today slipped net loss eur 184 million usd 259.7 first half 2009 net profit eur 2
negative,profit tax amounted eur 56.5 mn eur 232.9 mn year ago .
negative,profit tax decreased 9 % eur 187.8 mn first nine month 2008 compared eur 207.1 mn year earlier .
negative,profit tax decreased eur 31.6 mn eur 50.0 mn year .
negative,profit tax eur 4.0 mn eur 4.9 mn .
negative,company profit tax fell eur 21.1 mn third quarter 2008 compared eur 35.8 mn corresponding period 2007 .
positive,augustoctober 2010 company result tax totalled eur 9.6 mn eur 0.5 mn corresponding period 2009 .
positive,finnish bore owned rettig family grown recently acquisition smaller shipping company .
positive,plan estimated generate eur 5 million usd 6.5 cost saving annual basis .
positive,finnish pharmaceutical company orion report profit tax eur 70.0 mn third quarter 2010 eur 54.9 mn corresponding period 2009 .
positive,finnish sampo bank danish danske bank group report profit tax eur 152.3 mn 2010 eur 32.7 mn 2009 .
positive,profit tax period eur0 .9 eur0 .01 last year .
positive,profit tax eur 5.4 mn eur 3.6 mn year earlier .
negative,11 august 2010 finnish measuring equipment maker vaisala oyj hel vaias said today net loss widened eur4 .8 first half 2010 eur2 .3 corresponding period year earlier .
negative,finnish power supply solution system provider efore oyj said net loss widened 3.2 mln euro $4.2 mln first quarter fiscal 20062007 ending october 31 2007 900000 euro $1.2 mln period fiscal 200506 .
negative,adp news apr 22 2009 finnish business information system developer solteq oyj hel stq1v said today net loss widened eur 189000 usd 245000 first quarter 2009 eur 10000 peri
negative,salonen added data show producer pulp inventory north america declining .
negative,elcoteq group recently announced last three month previous year brought major loss half billion kroon eur 32 mln fifth quarter running .
positive,current year raute expects net sale increase operating result positive .
positive,turnover surged eur61 .8 eur47 .6 due increasing service demand especially third quarter overall growth business .
positive,result company currently anticipates net sale increase operating result positive .
positive,upm delivery increased third quarter 4 percent efficiency operation improved chief executive jussi pesonen said .
positive,global sport equipment maker amer sport corp. whose brand include atomic salomon wilson saw 64 percent increase thirdquarter net profit euro 47.4 million $65 million strong sale cost cut .
positive,due rapid expansion market share tallink term passenger carriage tallinna sadam port tallinn totaled 55 percent november 45.7 percent november 2005 .
negative,cash flow operation recent quarter also reached eight year low .
positive,earnings per share eps amounted eur0 .98 loss eur0 .02 .
positive,earnings per share eps eur0 .03 loss eur0 .083 .
positive,operating profit totalled eur 0.4 mn operating loss eur 0.8 mn yearonyear .
positive,operating profit totalled eur 7.0 mn loss eur 4.0 mn second quarter 2009 .
positive,operating result including nonrecurring item rose eur 146mn loss eur 267mn 2009 .
positive,tiimari finnish retailer reported geenrated quarterly revenue totalling eur 1.3 mn 4th quarter 2009 eur 0.3 mn loss 2008 .
positive,earnings per share eps amounted eur0 .03 loss eur0 .08 .
positive,operating profit totalled eur 5.8 mn loss eur 1.7 mn fourth quarter 2009 .
positive,operating profit eur 0.6 mn loss eur 19mn year earlier .
positive,investment operational change enable additional optimisation working hour thereby cost saving 7 % 9 % .
neutral,shareholder full name id code petri ailus born 15.9.1966 information please contact isto hantila ceo tel . 358 9 591 8342 .
positive,9 september 2010 finnish stationery gift retailer tiimari hel tii1v said today net sale rose 2 % yearonyear eur5 .7 august 2010 driven growth finland demand baltic remained weak .
positive,1429 cet monday share bavarian nordic climbed 1.21 % dkk250 stock exchange copenhagen lost 7.41 % past month .
positive,example net sale increased 5.9 % first quarter ebitda increased negative eur 0.2 mn first quarter 2009 .
negative,growth rate paying national debt extremely painful .
positive,customer satisfied basware invoice automation solution extends implementation new geography .
positive,separating side business able faster expand develop tapro retail network .
positive,according viking line managing director nilserik eklund company board director satisfied viking line performance .
positive,combining deep domain expertise application service management asm outsourcing service offering proved winning combination .
positive,finnish construction company yit oyj said november 13 2007 70 mln euro $102.8 mln contract construct new office building local property company tapiola real estate oy .
positive,major order india comptel corporation received significant longterm order mediation provisioning solution used leading operator india .
positive,olvi posted strong set figure first six month year .
positive,operating profit improved 27 % eur 579.8 mn eur 457.2 mn 2006 .
positive,standardised service met positive reception among customer well itella .
positive,performance second half 2009 exceeded expectation .
positive,ponsse project forest machine market improve expected 2010 previous year .
positive,ragutis based lithuania secondlargest city kaunas boosted sale last year 22.3 per cent 36.4 million liter .
positive,raisio bid buy glisten winwin deal company chairman uk snack firm told justfood today 10 february .
positive,aim annual improvement ruukki construction operating profit eur 3 million usd 4.1 starting 2009 .
positive,transaction positive impact around eur2m earnings ruukki recognize fourth quarter year .
positive,combined activity create value shareholder good employee customer .
positive,trend sport leisure market favorable first month year .
positive,27 january 2011 finnish solution provider affecto oyj hel afe1v said today eur1 .2 usd1 .6 contract stateowned lithuanian social insurance institution sodra .
positive,finnish construction group lemminkinen awarded two road building contract lithuanian transport administration .
positive,finnish flexible packaging manufacturer suominen corporation report net sale eur 54.5 mn first quarter 2008 compared eur 54.3 mn year earlier .
positive,finnish metso paper awarded contract rebuild sabah forest industry sfi pulp mill sabah malaysia .
positive,finnish outokumpu technology awarded several new grinding technology contract .
positive,finnish rautaruukki awarded contract supply install steel superstructure partihallsfrbindelsen bridge gothenburg sweden .
